activation,dominance,valence,gender,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness
3,3.5,3,M,4.25,1.667,4.25,3,3
3.5,3.5,2,F,5.167,2.833,4.5,4.833,4.917
3,3.5,2.5,M,4.25,1.667,4.25,3,3
4.5,4.5,1,F,5.167,2.833,4.5,4.833,4.917
3,2.5,3,M,4.25,1.667,4.25,3,3
4,4.5,1.5,F,5.167,2.833,4.5,4.833,4.917
3.5,4.5,2.5,M,4.25,1.667,4.25,3,3
3.5,4,2.5,M,4.25,1.667,4.25,3,3
2.5,2,2,F,5.167,2.833,4.5,4.833,4.917
2.5,2.5,3,M,4.25,1.667,4.25,3,3
3.5,3.5,2,F,5.167,2.833,4.5,4.833,4.917
3,3.5,3.5,M,4.25,1.667,4.25,3,3
2.5,2.5,2.5,F,5.167,2.833,4.5,4.833,4.917
2.5,3,4,M,4.25,1.667,4.25,3,3
3,2.5,2.5,M,2.667,6.417,5.833,1.667,4.167
2,3,2,F,3.5,6.417,4.833,4.833,4
3,3,1.5,M,2.667,6.417,5.833,1.667,4.167
2.5,3,2,F,3.5,6.417,4.833,4.833,4
2,3,1.5,F,3.5,6.417,4.833,4.833,4
2,3.5,2,M,2.667,6.417,5.833,1.667,4.167
2.5,3,1.5,F,3.5,6.417,4.833,4.833,4
2.5,2.5,2,F,3.5,6.417,4.833,4.833,4
2.5,2.5,2,M,2.667,6.417,5.833,1.667,4.167
2.5,3,2,M,2.667,6.417,5.833,1.667,4.167
2.5,2.5,1.5,F,3.5,6.417,4.833,4.833,4
2.5,4,1.5,F,3.5,6.417,4.833,4.833,4
3,3.5,2,M,2.667,6.417,5.833,1.667,4.167
2,2.5,2.5,M,2.667,6.417,5.833,1.667,4.167
2,3.5,2,F,3.5,6.417,4.833,4.833,4
2.5,3.5,2.5,M,2.667,6.417,5.833,1.667,4.167
1.5,3.5,1.5,F,3.5,6.417,4.833,4.833,4
2.5,3,2,F,3.5,6.417,4.833,4.833,4
3,3,2.5,M,2.667,6.417,5.833,1.667,4.167
2.5,3,2.5,F,3.5,6.417,4.833,4.833,4
2.5,2.5,3,M,2.667,6.417,5.833,1.667,4.167
2.5,3,3,M,2.667,6.417,5.833,1.667,4.167
2,2.5,2,F,3.5,6.417,4.833,4.833,4
2.5,3,1.5,F,3.5,6.417,4.833,4.833,4
2,3.5,2.5,M,2.667,6.417,5.833,1.667,4.167
3,4,2,F,3.5,6.417,4.833,4.833,4
2.5,3,2.5,M,2.667,6.417,5.833,1.667,4.167
2.5,3,2.5,F,3.5,6.417,4.833,4.833,4
2,2.5,2.5,M,2.667,6.417,5.833,1.667,4.167
2,2.5,2,F,3.5,6.417,4.833,4.833,4
2,3,1.5,F,3.5,6.417,4.833,4.833,4
2.5,3.5,2,M,2.667,6.417,5.833,1.667,4.167
2.5,3,2,F,3.5,6.417,4.833,4.833,4
2.5,3.5,2.5,M,2.667,6.417,5.833,1.667,4.167
3,3,2,F,3.5,6.417,4.833,4.833,4
2,3,3,M,2.667,6.417,5.833,1.667,4.167
2,2.5,2.5,M,2.667,6.417,5.833,1.667,4.167
3,3,2.5,F,3.5,6.417,4.833,4.833,4
3,3,3,M,2.667,6.417,5.833,1.667,4.167
2.5,2.5,2.5,F,3.5,6.417,4.833,4.833,4
2,2.5,3,M,2.667,6.417,5.833,1.667,4.167
3,3,2.5,F,3.5,6.417,4.833,4.833,4
3,3.5,2,F,3.5,6.417,4.833,4.833,4
3.5,3,2,F,3.5,6.417,4.833,4.833,4
3,3,2,M,2.667,6.417,5.833,1.667,4.167
2,2.5,3,M,2.667,6.417,5.833,1.667,4.167
3,2,1.5,F,3.5,6.417,4.833,4.833,4
3.5,4,2.5,M,2.667,6.417,5.833,1.667,4.167
2,2.5,3,F,3.5,6.417,4.833,4.833,4
2,2.5,3,M,2.667,6.417,5.833,1.667,4.167
2,3,2,F,3.5,6.417,4.833,4.833,4
2,2.5,2.5,M,2.667,6.417,5.833,1.667,4.167
2.5,2.5,2,F,3.5,6.417,4.833,4.833,4
3,4,4,M,2.667,6.417,5.833,1.667,4.167
3,3.5,4.5,F,3.5,6.417,4.833,4.833,4
2.5,2.5,2.5,F,3.5,6.417,4.833,4.833,4
3.5,3.5,4.5,F,5.5,5.917,5.167,2.5,5.75
3,3.5,4,M,5.833,5.583,4.417,3.25,5.917
3,4,4.5,F,5.5,5.917,5.167,2.5,5.75
3.5,3.5,4,M,5.833,5.583,4.417,3.25,5.917
3,3,4,F,5.5,5.917,5.167,2.5,5.75
4.5,4,4.5,M,5.833,5.583,4.417,3.25,5.917
3,3,4.5,F,5.5,5.917,5.167,2.5,5.75
3.5,4,4.5,M,5.833,5.583,4.417,3.25,5.917
3.5,4,4.5,F,5.5,5.917,5.167,2.5,5.75
3.5,4,4.5,M,5.833,5.583,4.417,3.25,5.917
3,4,4.5,F,5.5,5.917,5.167,2.5,5.75
3,3.5,3.5,M,5.833,5.583,4.417,3.25,5.917
3,3.5,4,F,5.5,5.917,5.167,2.5,5.75
3.5,3.5,4,M,5.833,5.583,4.417,3.25,5.917
2.5,3,4.5,F,5.5,5.917,5.167,2.5,5.75
3.5,4.5,3.5,M,5.833,5.583,4.417,3.25,5.917
4,4.5,4.5,F,5.5,5.917,5.167,2.5,5.75
4,4,4.5,M,5.833,5.583,4.417,3.25,5.917
3,3,3.5,M,5.833,5.583,4.417,3.25,5.917
2.5,3.5,3.5,F,5.5,5.917,5.167,2.5,5.75
2.5,3,4,M,5.833,5.583,4.417,3.25,5.917
3,3.5,4,M,5.833,5.583,4.417,3.25,5.917
3,3,4,F,5.5,5.917,5.167,2.5,5.75
3.5,4,4.5,F,5.5,5.917,5.167,2.5,5.75
3,4,4.5,M,5.833,5.583,4.417,3.25,5.917
4,4,4.5,M,5.833,5.583,4.417,3.25,5.917
4,4,4.5,F,5.5,5.917,5.167,2.5,5.75
3,4,4.5,M,5.833,5.583,4.417,3.25,5.917
3,3.5,4,F,5.5,5.917,5.167,2.5,5.75
3.5,4.5,4.5,M,5.833,5.583,4.417,3.25,5.917
3.5,4,4.5,F,5.5,5.917,5.167,2.5,5.75
4.5,4.5,4.5,M,5.833,5.583,4.417,3.25,5.917
3,3.5,4.5,F,5.5,5.917,5.167,2.5,5.75
3.5,3.5,4,F,5.5,5.917,5.167,2.5,5.75
3.5,4,4,M,5.833,5.583,4.417,3.25,5.917
3,4,3.5,M,5.833,5.583,4.417,3.25,5.917
2.5,2.5,3.5,F,5.5,5.917,5.167,2.5,5.75
2.5,3,3.5,F,5.5,5.917,5.167,2.5,5.75
2.5,3,2.5,M,5.833,5.583,4.417,3.25,5.917
3.5,3.5,3,M,5.833,5.583,4.417,3.25,5.917
2.5,3,3.5,F,5.5,5.917,5.167,2.5,5.75
3,3,4,F,5.5,5.917,5.167,2.5,5.75
3,3.5,4.5,F,5.5,5.917,5.167,2.5,5.75
3,4,3,M,5.833,5.583,4.417,3.25,5.917
3.5,3.5,4,F,5.5,5.917,5.167,2.5,5.75
4,3.5,3.5,M,5.833,5.583,4.417,3.25,5.917
4,4,4.5,F,5.5,5.917,5.167,2.5,5.75
3.5,4,4,M,5.833,5.583,4.417,3.25,5.917
3,3.5,4,F,5.5,5.917,5.167,2.5,5.75
3.5,4.5,4.5,M,5.833,5.583,4.417,3.25,5.917
2.5,3.5,4,F,5.5,5.917,5.167,2.5,5.75
4,4,4,M,5.833,5.583,4.417,3.25,5.917
3.5,3.5,4,F,5.5,5.917,5.167,2.5,5.75
3.5,3.5,4,F,5.5,5.917,5.167,2.5,5.75
3.5,3.5,4,M,5.833,5.583,4.417,3.25,5.917
4,4,5,F,5.5,5.917,5.167,2.5,5.75
3.5,4,4,M,5.833,5.583,4.417,3.25,5.917
3.5,3.5,4,F,5.5,5.917,5.167,2.5,5.75
3.5,4,3.5,M,5.833,5.583,4.417,3.25,5.917
3.5,4,4,M,5.833,5.583,4.417,3.25,5.917
4.5,4,5,F,5.5,5.917,5.167,2.5,5.75
3.5,3.5,4,F,5.5,5.917,5.167,2.5,5.75
3,3.5,4,F,5.5,5.917,5.167,2.5,5.75
3.5,4.5,4,M,5.833,5.583,4.417,3.25,5.917
4,4,5,F,5.5,5.917,5.167,2.5,5.75
3.5,3.5,4,M,5.833,5.583,4.417,3.25,5.917
2.5,3,4,F,5.5,5.917,5.167,2.5,5.75
4,4,4.5,M,5.833,5.583,4.417,3.25,5.917
3,3.5,3.5,F,5.5,5.917,5.167,2.5,5.75
3.5,3.5,4,M,5.833,5.583,4.417,3.25,5.917
2.5,3,3.5,F,5.5,5.917,5.167,2.5,5.75
3,3,4,M,5.833,5.583,4.417,3.25,5.917
2.5,2.5,4,F,5.5,5.917,5.167,2.5,5.75
3,3.5,3.5,M,5.833,5.583,4.417,3.25,5.917
3.5,4,4.5,F,5.5,5.917,5.167,2.5,5.75
3.5,3.5,4,M,5.833,5.583,4.417,3.25,5.917
3.5,3.5,4.5,F,5.5,5.917,5.167,2.5,5.75
1.5,2.5,3,F,3.417,6,5.833,1.583,4.833
4.5,3,3,M,5.333,2.083,2.75,6.5,3.083
4.5,2.5,2.5,M,5.333,2.083,2.75,6.5,3.083
2.5,1.5,3,F,3.417,6,5.833,1.583,4.833
4,3.5,2.5,M,5.333,2.083,2.75,6.5,3.083
3.5,3,3,M,5.333,2.083,2.75,6.5,3.083
2,2,4,F,3.417,6,5.833,1.583,4.833
4,3.5,2,M,5.333,2.083,2.75,6.5,3.083
2.5,2.5,3.5,F,3.417,6,5.833,1.583,4.833
2,2.5,3.5,F,3.417,6,5.833,1.583,4.833
4.5,3.5,2,M,5.333,2.083,2.75,6.5,3.083
2.5,2,3,F,3.417,6,5.833,1.583,4.833
3.5,2,3.5,F,3.417,6,5.833,1.583,4.833
2,2.5,3.5,F,3.417,6,5.833,1.583,4.833
3,2.5,2.5,M,5.333,2.083,2.75,6.5,3.083
3.5,2.5,2.5,M,5.333,2.083,2.75,6.5,3.083
2.5,2.5,3,F,3.417,6,5.833,1.583,4.833
3.5,2,2.5,M,5.333,2.083,2.75,6.5,3.083
2.5,2.5,3,F,3.417,6,5.833,1.583,4.833
2.5,2,2.5,M,5.333,2.083,2.75,6.5,3.083
2.5,2.5,3,F,3.417,6,5.833,1.583,4.833
3.5,2,2.5,M,5.333,2.083,2.75,6.5,3.083
2.5,2,3,F,3.417,6,5.833,1.583,4.833
3.5,2.5,2.5,M,5.333,2.083,2.75,6.5,3.083
1.5,2,3,F,3.417,6,5.833,1.583,4.833
2.5,2,3,F,3.417,6,5.833,1.583,4.833
2,2.5,3,F,3.417,6,5.833,1.583,4.833
2.5,2.5,2.5,M,5.333,2.083,2.75,6.5,3.083
2,2.5,3,F,3.417,6,5.833,1.583,4.833
2.5,2.5,2.5,M,5.333,2.083,2.75,6.5,3.083
2.5,2.5,3,F,3.417,6,5.833,1.583,4.833
3,2,2.5,M,5.333,2.083,2.75,6.5,3.083
2.5,2.5,3,F,3.417,6,5.833,1.583,4.833
2.5,2.5,3,M,5.333,2.083,2.75,6.5,3.083
2,2.5,3,F,3.417,6,5.833,1.583,4.833
3,2.5,3.5,M,5.333,2.083,2.75,6.5,3.083
3,2.5,3,M,5.333,2.083,2.75,6.5,3.083
2,2.5,3,F,3.417,6,5.833,1.583,4.833
2.5,2,3,M,5.333,2.083,2.75,6.5,3.083
2,2.5,3,F,3.417,6,5.833,1.583,4.833
2.5,2,2.5,M,5.333,2.083,2.75,6.5,3.083
2.5,2.5,3,F,3.417,6,5.833,1.583,4.833
2,1.5,3,M,5.333,2.083,2.75,6.5,3.083
2.5,2.5,3,F,3.417,6,5.833,1.583,4.833
2.5,3,2.5,M,5.333,2.083,2.75,6.5,3.083
2,2.5,3,F,3.417,6,5.833,1.583,4.833
3,1.5,3,M,5.333,2.083,2.75,6.5,3.083
3.5,2,2,M,5.333,2.083,2.75,6.5,3.083
3,2.5,3,F,3.417,6,5.833,1.583,4.833
3.5,2,3,M,5.333,2.083,2.75,6.5,3.083
2.5,2.5,3,F,3.417,6,5.833,1.583,4.833
3.5,2.5,4,M,5.333,2.083,2.75,6.5,3.083
2,2.5,3.5,F,3.417,6,5.833,1.583,4.833
3,2,3.5,M,5.333,2.083,2.75,6.5,3.083
2.5,2.5,3,F,3.417,6,5.833,1.583,4.833
2.5,2,3,M,5.333,2.083,2.75,6.5,3.083
2.5,2,3,F,3.417,6,5.833,1.583,4.833
3,2.5,4,M,5.333,2.083,2.75,6.5,3.083
2,2,3.5,F,3.417,6,5.833,1.583,4.833
2.5,2.5,4,M,5.333,2.083,2.75,6.5,3.083
2,2.5,3,F,3.417,6,5.833,1.583,4.833
3,2.5,3.5,M,5.333,2.083,2.75,6.5,3.083
2,2.5,3.5,F,3.417,6,5.833,1.583,4.833
2.5,2.5,4,F,3.417,6,5.833,1.583,4.833
2,2,4,M,5.333,2.083,2.75,6.5,3.083
2,2,4,F,3.417,6,5.833,1.583,4.833
2,2,4,M,5.333,2.083,2.75,6.5,3.083
2.5,2.5,2.5,F,4,3.417,4.583,4.083,3.167
2.5,3,2.5,M,3.417,3.583,4.417,5.417,3.333
3,3,2,F,4,3.417,4.583,4.083,3.167
2.5,2.5,2,M,3.417,3.583,4.417,5.417,3.333
2,2.5,2.5,F,4,3.417,4.583,4.083,3.167
3,3,2,M,3.417,3.583,4.417,5.417,3.333
3,2.5,2.5,F,4,3.417,4.583,4.083,3.167
3,3.5,2.5,M,3.417,3.583,4.417,5.417,3.333
2.5,3,2.5,F,4,3.417,4.583,4.083,3.167
3,3,2.5,M,3.417,3.583,4.417,5.417,3.333
2.5,2.5,3,F,4,3.417,4.583,4.083,3.167
3,3,2,M,3.417,3.583,4.417,5.417,3.333
2,2.5,2.5,F,4,3.417,4.583,4.083,3.167
2.5,3,2.5,F,4,3.417,4.583,4.083,3.167
3,2.5,2,M,3.417,3.583,4.417,5.417,3.333
2,2.5,2.5,F,4,3.417,4.583,4.083,3.167
3.5,3.5,2,M,3.417,3.583,4.417,5.417,3.333
2.5,2.5,2,F,4,3.417,4.583,4.083,3.167
3,4,1.5,M,3.417,3.583,4.417,5.417,3.333
2.5,2.5,2.5,F,4,3.417,4.583,4.083,3.167
3,4,2,M,3.417,3.583,4.417,5.417,3.333
3.5,3.5,2.5,F,4,3.417,4.583,4.083,3.167
3.5,4,2,M,3.417,3.583,4.417,5.417,3.333
3.5,4.5,1.5,M,3.417,3.583,4.417,5.417,3.333
3,3.5,2,F,4,3.417,4.583,4.083,3.167
3.5,4,2,M,3.417,3.583,4.417,5.417,3.333
3.5,4,2,F,4,3.417,4.583,4.083,3.167
4,4.5,1.5,M,3.417,3.583,4.417,5.417,3.333
4,4,2,F,4,3.417,4.583,4.083,3.167
3.5,3.5,2.5,M,3.417,3.583,4.417,5.417,3.333
4,4,1.5,F,4,3.417,4.583,4.083,3.167
4,3.5,2.5,M,3.417,3.583,4.417,5.417,3.333
3,3.5,3,M,3.417,3.583,4.417,5.417,3.333
2,2.5,3,F,4,3.417,4.583,4.083,3.167
3.5,3.5,2.5,M,3.417,3.583,4.417,5.417,3.333
2.5,3,3,F,4,3.417,4.583,4.083,3.167
3,3.5,3,M,3.417,3.583,4.417,5.417,3.333
2.5,2.5,2.5,F,4,3.417,4.583,4.083,3.167
4,4,2,M,3.417,3.583,4.417,5.417,3.333
3.5,4,2,F,4,3.417,4.583,4.083,3.167
4,4,2,M,3.417,3.583,4.417,5.417,3.333
2.5,3,3,F,4,3.417,4.583,4.083,3.167
4,4.5,1,M,3.417,3.583,4.417,5.417,3.333
4,4.5,1,M,3.417,3.583,4.417,5.417,3.333
4,3.5,2.5,F,4,3.417,4.583,4.083,3.167
4.5,4.5,1,M,3.417,3.583,4.417,5.417,3.333
3.5,4.5,2.5,F,4,3.417,4.583,4.083,3.167
3.5,4,2.5,F,4,3.417,4.583,4.083,3.167
4,4.5,1.5,M,3.417,3.583,4.417,5.417,3.333
2.5,3.5,2.5,F,4,3.417,4.583,4.083,3.167
4.5,4.5,1.5,M,3.417,3.583,4.417,5.417,3.333
4,3,2.5,F,4,3.417,4.583,4.083,3.167
2.5,3,2.5,M,3.417,3.583,4.417,5.417,3.333
3,3,2.5,F,4,3.417,4.583,4.083,3.167
3,4,2,M,3.417,3.583,4.417,5.417,3.333
3.5,4,2,F,4,3.417,4.583,4.083,3.167
4,4.5,1.5,M,3.417,3.583,4.417,5.417,3.333
2.5,3,2.5,F,4,3.417,4.583,4.083,3.167
3.5,4.5,2.5,M,3.417,3.583,4.417,5.417,3.333
3,4,2.5,F,4,3.417,4.583,4.083,3.167
4,4,2,M,3.417,3.583,4.417,5.417,3.333
2.5,4,2,F,4,3.417,4.583,4.083,3.167
2.5,4,1.5,F,4,3.417,4.583,4.083,3.167
3,3.5,3,M,3.417,3.583,4.417,5.417,3.333
2,2.5,3,F,4,3.417,4.583,4.083,3.167
4,4.5,2,M,3.417,3.583,4.417,5.417,3.333
3,2.5,2,F,4,3.417,4.583,4.083,3.167
4,4,2.5,M,3.417,3.583,4.417,5.417,3.333
3,3.5,2,F,4,3.417,4.583,4.083,3.167
4,5,1.5,M,3.417,3.583,4.417,5.417,3.333
3,4,2,F,4,3.417,4.583,4.083,3.167
4,4,1.5,M,3.417,3.583,4.417,5.417,3.333
4,4.5,2,F,4,3.417,4.583,4.083,3.167
5,5,2,M,3.417,3.583,4.417,5.417,3.333
4.5,3.5,2.5,F,4,3.417,4.583,4.083,3.167
3.5,3.5,2.5,M,3.417,3.583,4.417,5.417,3.333
4,4.5,1.5,F,4,3.417,4.583,4.083,3.167
4.5,4.5,1.5,M,3.417,3.583,4.417,5.417,3.333
3.5,3.5,3,F,4,3.417,4.583,4.083,3.167
3,4,2.5,M,3.417,3.583,4.417,5.417,3.333
2,3,2,F,4,3.417,4.583,4.083,3.167
2.5,4,2,M,3.417,3.583,4.417,5.417,3.333
3.5,3.5,2,F,4,3.417,4.583,4.083,3.167
2.5,2.5,2.5,F,4.75,2.333,3.5,6.167,3.667
2.5,2.5,3,M,4.333,3.333,4.083,4.5,3.333
2.5,3,2.5,F,4.75,2.333,3.5,6.167,3.667
3.5,3,3,M,4.333,3.333,4.083,4.5,3.333
2.5,3,2,F,4.75,2.333,3.5,6.167,3.667
3,3.5,2.5,M,4.333,3.333,4.083,4.5,3.333
2,2.5,2,F,4.75,2.333,3.5,6.167,3.667
3.5,3,3,M,4.333,3.333,4.083,4.5,3.333
3.5,2.5,2.5,F,4.75,2.333,3.5,6.167,3.667
3.5,3,2.5,M,4.333,3.333,4.083,4.5,3.333
3,4,2,F,4.75,2.333,3.5,6.167,3.667
3.5,3,2,M,4.333,3.333,4.083,4.5,3.333
3.5,3.5,2,F,4.75,2.333,3.5,6.167,3.667
3,3.5,2.5,M,4.333,3.333,4.083,4.5,3.333
3.5,3.5,1.5,F,4.75,2.333,3.5,6.167,3.667
3.5,3,2,M,4.333,3.333,4.083,4.5,3.333
3,4.5,2.5,F,4.75,2.333,3.5,6.167,3.667
4,3,2,M,4.333,3.333,4.083,4.5,3.333
3.5,4,2,F,4.75,2.333,3.5,6.167,3.667
3.5,4.5,1.5,M,4.333,3.333,4.083,4.5,3.333
4,4.5,1.5,F,4.75,2.333,3.5,6.167,3.667
2.5,2.5,2,M,4.333,3.333,4.083,4.5,3.333
3.5,4,1.5,F,4.75,2.333,3.5,6.167,3.667
3,2.5,4,M,4.333,3.333,4.083,4.5,3.333
4.5,5,1.5,F,4.75,2.333,3.5,6.167,3.667
3,3,2.5,M,4.333,3.333,4.083,4.5,3.333
3.5,3.5,1.5,F,4.75,2.333,3.5,6.167,3.667
3.5,3,2.5,M,4.333,3.333,4.083,4.5,3.333
3.5,4,2,F,4.75,2.333,3.5,6.167,3.667
3.5,4,2.5,M,4.333,3.333,4.083,4.5,3.333
2.5,3.5,2,F,4.75,2.333,3.5,6.167,3.667
3,3.5,2,M,4.333,3.333,4.083,4.5,3.333
3.5,3.5,2.5,F,4.75,2.333,3.5,6.167,3.667
4,4.5,1.5,M,4.333,3.333,4.083,4.5,3.333
3.5,3.5,1.5,F,4.75,2.333,3.5,6.167,3.667
4,5,1.5,M,4.333,3.333,4.083,4.5,3.333
2,2.5,3.5,F,3.833,5.167,5.417,3,4.167
3.5,3,4,M,4.083,6.083,4.75,5.167,4.25
2.5,2.5,4,F,3.833,5.167,5.417,3,4.167
2.5,2.5,3.5,F,3.833,5.167,5.417,3,4.167
3,3,4,M,4.083,6.083,4.75,5.167,4.25
2,3,4,F,3.833,5.167,5.417,3,4.167
2.5,2,3,M,4.083,6.083,4.75,5.167,4.25
2,3,2.5,F,3.833,5.167,5.417,3,4.167
3,2.5,2.5,M,4.083,6.083,4.75,5.167,4.25
3,2.5,3,F,3.833,5.167,5.417,3,4.167
2.5,3,3,M,4.083,6.083,4.75,5.167,4.25
2,2.5,3,F,3.833,5.167,5.417,3,4.167
4,2.5,3.5,M,4.083,6.083,4.75,5.167,4.25
2,3,3.5,F,3.833,5.167,5.417,3,4.167
3,2.5,3,M,4.083,6.083,4.75,5.167,4.25
2.5,3,3.5,F,3.833,5.167,5.417,3,4.167
3,2,3.5,M,4.083,6.083,4.75,5.167,4.25
3.5,3.5,4.5,F,3.833,5.167,5.417,3,4.167
4,4.5,5,M,4.083,6.083,4.75,5.167,4.25
4.5,4.5,4.5,M,4.083,6.083,4.75,5.167,4.25
4.5,4.5,2,M,4.083,6.083,4.75,5.167,4.25
2.5,3.5,3,F,3.833,5.167,5.417,3,4.167
3,2.5,2.5,M,4.083,6.083,4.75,5.167,4.25
2,2.5,3,F,3.833,5.167,5.417,3,4.167
3,3,3,M,4.083,6.083,4.75,5.167,4.25
2,3,3.5,F,3.833,5.167,5.417,3,4.167
3.5,2.5,3.5,M,4.083,6.083,4.75,5.167,4.25
2,2.5,4,F,3.833,5.167,5.417,3,4.167
4,3.5,4.5,M,4.083,6.083,4.75,5.167,4.25
3.5,3,5,F,3.833,5.167,5.417,3,4.167
4,3.5,4,M,4.083,6.083,4.75,5.167,4.25
4.5,4.5,5,M,4.083,6.083,4.75,5.167,4.25
4,3.5,4,F,3.833,5.167,5.417,3,4.167
4.5,4,4.5,M,4.083,6.083,4.75,5.167,4.25
2,3,3.5,F,3.833,5.167,5.417,3,4.167
3.5,2.5,2.5,M,4.083,6.083,4.75,5.167,4.25
3,3,2.5,F,3.833,5.167,5.417,3,4.167
3.5,2.5,2.5,M,4.083,6.083,4.75,5.167,4.25
3,3,2.5,F,3.833,5.167,5.417,3,4.167
3,2.5,2,M,4.083,6.083,4.75,5.167,4.25
2,3,2.5,F,3.833,5.167,5.417,3,4.167
2.5,3.5,2,M,4.083,6.083,4.75,5.167,4.25
2.5,2.5,2,M,4.083,6.083,4.75,5.167,4.25
2,3,2.5,F,3.833,5.167,5.417,3,4.167
3,2,2,M,4.083,6.083,4.75,5.167,4.25
3.5,3,3,M,4.083,6.083,4.75,5.167,4.25
2.5,3,3,F,3.833,5.167,5.417,3,4.167
2.5,3.5,2.5,M,4.083,6.083,4.75,5.167,4.25
2.5,2.5,2.5,F,3.833,5.167,5.417,3,4.167
2.5,3,2,M,4.083,6.083,4.75,5.167,4.25
2,2.5,2,F,3.833,5.167,5.417,3,4.167
3,3.5,2.5,M,4.083,6.083,4.75,5.167,4.25
4,4,3,M,4.083,6.083,4.75,5.167,4.25
4,4,3.5,M,4.083,6.083,4.75,5.167,4.25
4,4.5,2.5,M,4.083,6.083,4.75,5.167,4.25
3.5,4,2.5,M,4.083,6.083,4.75,5.167,4.25
3.5,4.5,3,M,4.083,6.083,4.75,5.167,4.25
4.5,4.5,3,M,4.083,6.083,4.75,5.167,4.25
3.5,4,2.5,M,4.083,6.083,4.75,5.167,4.25
3.5,4,2,M,4.083,6.083,4.75,5.167,4.25
3.5,4.5,1.5,M,4.083,6.083,4.75,5.167,4.25
4.5,4.5,1.5,M,4.083,6.083,4.75,5.167,4.25
4,4.5,1,M,4.083,6.083,4.75,5.167,4.25
2.5,2.5,3,F,3.833,5.167,5.417,3,4.167
4,3.5,3,M,4.083,6.083,4.75,5.167,4.25
3.5,4.5,2.5,F,3.833,5.167,5.417,3,4.167
4.5,4.5,4,M,4.083,6.083,4.75,5.167,4.25
3.5,3,4.5,F,3.833,5.167,5.417,3,4.167
4,2.5,4,M,4.833,5.167,3,5.25,4.333
3,2.5,4,M,4.833,5.167,3,5.25,4.333
1.5,2,2,F,3.417,2.083,4.667,5.583,2
3,2,4,M,4.833,5.167,3,5.25,4.333
3.5,3,3,M,4.833,5.167,3,5.25,4.333
2,2,2,F,3.417,2.083,4.667,5.583,2
3.5,2.5,3,M,4.833,5.167,3,5.25,4.333
2.5,3,2,F,3.417,2.083,4.667,5.583,2
3,2,4,M,4.833,5.167,3,5.25,4.333
2,2,2,F,3.417,2.083,4.667,5.583,2
2.5,2,3,M,4.833,5.167,3,5.25,4.333
2,2,2,F,3.417,2.083,4.667,5.583,2
2.5,2,4,M,4.833,5.167,3,5.25,4.333
2.5,2,4,M,4.833,5.167,3,5.25,4.333
1,2.5,2,F,3.417,2.083,4.667,5.583,2
3.5,2,4,M,4.833,5.167,3,5.25,4.333
3.5,2,3.5,M,4.833,5.167,3,5.25,4.333
3.5,2.5,4,M,4.833,5.167,3,5.25,4.333
2.5,2.5,2,F,3.417,2.083,4.667,5.583,2
3,2,4,M,4.833,5.167,3,5.25,4.333
2.5,2.5,2,F,3.417,2.083,4.667,5.583,2
3,2.5,4,M,4.833,5.167,3,5.25,4.333
2,2.5,2,F,3.417,2.083,4.667,5.583,2
2.5,2,4,M,4.833,5.167,3,5.25,4.333
2.5,2.5,2.5,F,3.417,2.083,4.667,5.583,2
3,2.5,4,M,4.833,5.167,3,5.25,4.333
2.5,2.5,2.5,F,3.417,2.083,4.667,5.583,2
3,2.5,3.5,M,4.833,5.167,3,5.25,4.333
1.5,2,2,F,3.417,2.083,4.667,5.583,2
3.5,2.5,3.5,M,4.833,5.167,3,5.25,4.333
1.5,2,2,F,3.417,2.083,4.667,5.583,2
3.5,2.5,3.5,M,4.833,5.167,3,5.25,4.333
3.5,2.5,3.5,M,4.833,5.167,3,5.25,4.333
3.5,3,2,F,3.417,2.083,4.667,5.583,2
3.5,2.5,4.5,M,4.833,5.167,3,5.25,4.333
3.5,2.5,4.5,M,4.833,5.167,3,5.25,4.333
4,3,2,F,3.417,2.083,4.667,5.583,2
3.5,2.5,3,M,4.833,5.167,3,5.25,4.333
4,2.5,3.5,M,4.833,5.167,3,5.25,4.333
3.5,2.5,3.5,M,4.833,5.167,3,5.25,4.333
2,2,2,F,3.417,2.083,4.667,5.583,2
3.5,2,3,M,4.833,5.167,3,5.25,4.333
2,2,2.5,F,3.417,2.083,4.667,5.583,2
3.5,2.5,3.5,M,4.833,5.167,3,5.25,4.333
2.5,2.5,2.5,F,3.417,2.083,4.667,5.583,2
2.5,3,2.5,M,4.833,5.167,3,5.25,4.333
2,2.5,2,F,3.417,2.083,4.667,5.583,2
3.5,2.5,3.5,M,4.833,5.167,3,5.25,4.333
3.5,2.5,4,M,4.833,5.167,3,5.25,4.333
3.5,2.5,4.5,M,4.833,5.167,3,5.25,4.333
3.5,2.5,3.5,M,4.833,5.167,3,5.25,4.333
4,2.5,4,M,4.833,5.167,3,5.25,4.333
4,3,4.5,M,4.833,5.167,3,5.25,4.333
1.5,2.5,2.5,F,3.417,2.083,4.667,5.583,2
3.5,1.5,4,M,4.833,5.167,3,5.25,4.333
3,3,4,M,4.667,4.75,4.333,4.25,5.667
2,2.5,3,F,5.167,2.083,4,6,2.417
3.5,3,3.5,M,4.667,4.75,4.333,4.25,5.667
3.5,3.5,2.5,F,5.167,2.083,4,6,2.417
3.5,3,3,M,4.667,4.75,4.333,4.25,5.667
